distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
50020,50,24.93000031,6786,21.79999924,5899,6106,6469,57800,11.96000004,61,62.79999924,54.09999847,,0,1995,,,0,0,0,1,0,0,0,8.717026711,8.682538033,8.580355644,,8.822616577,77.83856201,621.5049438,75.38646698,50.29999924,12.5,0.136671066,0.118252754,,,5.729999542,252.8649292,-0.209792137,-3.74584198,4186,8.339500427,51.09999847,1.524000049,6430.53125,8.76881218,8.660086632,0.108725548,0.092968941
50020,50,26.34000015,6784,22,6052,6196,6636,59466,-6.21999979,130.8999939,74,52,,0,1996,,,0,0,0,0,1,0,0,8.731658936,8.708144188,8.717026711,8.682538033,8.822321892,77.83336639,693.7955933,75.83177185,62.79999924,11.20000076,0.014632225,0.136671066,0.025606155,,1.409999847,72.29064941,-0.000294685,-0.005195618,4186,8.339500427,51.09999847,1.569000006,6338.164551,8.75434494,8.76881218,-0.014467239,0.108725548
50020,50,27.37999916,6836,20.70000076,6207,6517,6810,57125,5.900000095,80.30000305,72,52,0,,1997,,,0,0,0,0,0,1,0,8.782169342,8.73343277,8.731658936,8.708144188,8.829957962,77.96815491,749.6643677,76.27285004,74,-2,0.050510406,0.014632225,0.025288582,0.025606155,1.039999008,55.86877441,0.00763607,0.134788513,4186,8.339500427,51.09999847,1.605000019,6517,8.782169342,8.75434494,0.027824402,-0.014467239
50020,50,29.20999908,6860,20.20000076,6361,7062,7569,61033,7.699999809,72.5,90,74,0,,1998,,,0,0,0,0,0,0,1,8.862483978,8.757941246,8.782169342,8.73343277,8.833462715,78.03005981,853.2240601,76.70153809,72,18,0.080314636,0.050510406,0.024508476,0.025288582,1.829999924,103.5596924,0.003504753,0.061904907,4186,8.339500427,51.09999847,1.629999995,6953.687012,8.847027779,8.782169342,0.064858437,0.027824402
50030,50,21.89999962,6173,,,4714,,37343,3.599999905,87.19999695,29.60000038,17.70000076,,,1992,94.80000305,7423,1,0,0,0,0,0,0,8.458292007,,,,8.727940559,76.17694855,479.6099854,,,,,,,,,,,,,,,1.402999997,5392.708496,8.592803001,,,
50030,50,25.89999962,6220,,,4863,,40850,5,82.19999695,44.59999847,22.29999924,,,1993,89.19999695,8236,0,1,0,0,0,0,0,8.4894104,,8.458292007,,8.735525131,76.30940247,670.8099976,,29.60000038,14.99999809,0.031118393,,,,4,191.2000122,0.007584572,0.132453918,4714,8.458292007,29.60000038,1.445000052,5401.463379,8.594425201,8.592803001,0.0016222,
50030,50,26.70000076,6142,,,5461,,40032,4.599999905,83.69999695,44.09999847,26.10000038,,,1994,96.80000305,11806,0,0,1,0,0,0,0,8.605386734,,8.4894104,,8.722906113,76.08908844,712.8900146,,44.59999847,-0.5,0.115976334,0.031118393,,,0.800001144,42.08001709,-0.012619019,-0.220314026,4714,8.458292007,29.60000038,1.481999993,5914.240723,8.685118675,8.594425201,0.090693474,0.0016222
50030,50,25.95999908,6278,22.10000038,5852,6197,6563,48750,8.729999542,69.30000305,73.69999695,50.09999847,,0,1995,,,0,0,0,1,0,0,0,8.731820107,8.674538612,8.605386734,,8.74480629,76.47163391,673.9215698,75.24761963,44.09999847,29.59999847,0.126433372,0.115976334,,,-0.740001678,-38.96844482,0.021900177,0.382545471,4714,8.458292007,29.60000038,1.524000049,6526.367676,8.783605576,8.685118675,0.0984869,0.090693474
50030,50,25.76000023,6293,22.10000038,6005,6449,6767,46786,2.049999952,92,82.59999847,52.29999924,,0,1996,,,0,0,0,0,1,0,0,8.771680832,8.7003479,8.731820107,8.674538612,8.747193336,76.51338959,663.5776367,75.69605255,73.69999695,8.900001526,0.039860725,0.126433372,0.025809288,,-0.199998856,-10.34393311,0.002387047,0.041755676,4714,8.458292007,29.60000038,1.569000006,6596.969238,8.794365883,8.783605576,0.010760307,0.0984869
50030,50,26.04999924,6333,22.29999924,6160,6699,6911,50004,2.5,90.5,72,39,0,,1997,,,0,0,0,0,0,1,0,8.809713364,8.725831985,8.771680832,8.7003479,8.753529549,76.62428284,678.602478,76.14014435,82.59999847,-10.59999847,0.038032532,0.039860725,0.025484085,0.025809288,0.289999008,15.02484131,0.006336212,0.11089325,4714,8.458292007,29.60000038,1.605000019,6699,8.809713364,8.794365883,0.015347481,0.010760307
50030,50,27.10000038,6329,22.79999924,6314,6672,7208,51830,2.200000048,91.59999847,83,66,0,,1998,,,0,0,0,0,0,0,1,8.805674553,8.750524521,8.809713364,8.725831985,8.752897263,76.61321259,734.4100342,76.57167816,72,11,-0.004038811,0.038032532,0.024692535,0.025484085,1.050001144,55.80755615,-0.000632286,-0.011070251,4714,8.458292007,29.60000038,1.629999995,6569.668945,8.790218353,8.809713364,-0.01949501,0.015347481
50040,50,12.80000019,4390,,,4070,,31608,4.099999905,86.5,38.59999847,25.29999924,,,1992,94.80000305,7214,1,0,0,0,0,0,0,8.311398506,,,,8.387084961,70.34319305,163.8400116,,,,,,,,,,,,,,,1.402999997,4655.987305,8.4459095,,,
50040,50,15.30000019,4350,,,4500,,34392,6.099999905,80.09999847,44.59999847,37.70000076,,,1993,97.69999695,7885,0,1,0,0,0,0,0,8.411832809,,8.311398506,,8.377931595,70.18973541,234.0900116,,38.59999847,6,0.100434303,,,,2.5,70.25,-0.009153366,-0.153457642,4070,8.311398506,38.59999847,1.445000052,4998.269531,8.516846657,8.4459095,0.070937157,
50040,50,15.10000038,4513,,,4638,,37161,3.599999905,85,54.09999847,42.20000076,,,1994,89.80000305,10667,0,0,1,0,0,0,0,8.442038536,,8.411832809,,8.414717674,70.80747223,228.0100098,,44.59999847,9.5,0.030205727,0.100434303,,,-0.199999809,-6.080001831,0.036786079,0.617736816,4070,8.311398506,38.59999847,1.481999993,5022.935059,8.521769524,8.516846657,0.004922867,0.070937157
50040,50,18.76000023,4410,24.70000076,5012,5502,5769,50492,4.880000114,88.59999847,68.30000305,50,,0,1995,,,0,0,0,1,0,0,0,8.612867355,8.519590378,8.442038536,,8.391630173,70.41945648,351.9376221,72.5834198,54.09999847,14.20000458,0.170828819,0.030205727,,,3.659999847,123.9276123,-0.023087502,-0.388015747,4070,8.311398506,38.59999847,1.524000049,5794.428711,8.664651871,8.521769524,0.142882347,0.004922867
50040,50,16.70000076,4519,24.39999962,5165,5736,5957,50488,8.319999695,75.69999695,64.40000153,49.70000076,,0,1996,,,0,0,0,0,1,0,0,8.654517174,8.549660683,8.612867355,8.519590378,8.416046143,70.82983398,278.8900146,73.09669495,68.30000305,-3.900001526,0.041649818,0.170828819,0.030070305,,-2.059999466,-73.04760742,0.02441597,0.410377502,4070,8.311398506,38.59999847,1.569000006,5867.609863,8.677202225,8.664651871,0.012550354,0.142882347
50040,50,16.70999908,4644,23.89999962,5320,5851,6096,51381,2.900000095,88.59999847,58,69,33,,1997,,,0,0,0,0,0,1,0,8.674367905,8.579228401,8.654517174,8.549660683,8.443331718,71.28984833,279.2240601,73.60315704,64.40000153,-6.400001526,0.019850731,0.041649818,0.029567719,0.030070305,0.009998322,0.33404541,0.027285576,0.460014343,4070,8.311398506,38.59999847,1.605000019,5851,8.674367905,8.677202225,-0.00283432,0.012550354
50040,50,17.76000023,4830,23.79999924,5474,5745,6249,52831,3.400000095,85.69999695,65,69,99,,1998,,,0,0,0,0,0,0,1,8.656085014,8.607765198,8.674367905,8.579228401,8.482602119,71.95453644,315.4176025,74.0936203,58,7,-0.01828289,0.019850731,0.028536797,0.029567719,1.050001144,36.19354248,0.039270401,0.66468811,4070,8.311398506,38.59999847,1.629999995,5656.886719,8.640628815,8.674367905,-0.03373909,-0.00283432
50050,50,6.5,1856,,,4093,,31493,1.200000048,94.19999695,31.10000038,32.29999924,,,1992,91,6314,1,0,0,0,0,0,0,8.317033768,,,,7.526178837,56.64336777,42.25,,,,,,,,,,,,,,,1.402999997,4682.298828,8.451544762,,,
50050,50,5.199999809,1743,,,4324,,38217,3,89.19999695,46.79999924,32.20000076,,,1993,80.59999847,7903,0,1,0,0,0,0,0,8.371935844,,8.317033768,,7.463363171,55.70178986,27.0399971,,31.10000038,15.69999886,0.054902077,,,,-1.300000191,-15.2100029,-0.062815666,-0.941577911,4093,8.317033768,31.10000038,1.445000052,4802.781738,8.476950645,8.451544762,0.025405884,
50050,50,4,1677,,,4736,,46038,6.599999905,76,49.5,51.70000076,,,1994,70.90000153,13284,0,0,1,0,0,0,0,8.462947845,,8.371935844,,7.424761772,55.12708664,16,,46.79999924,2.700000763,0.091012001,0.054902077,,,-1.199999809,-11.0399971,-0.038601398,-0.574703217,4093,8.317033768,31.10000038,1.481999993,5129.068848,8.542679787,8.476950645,0.065729141,0.025405884
50050,50,5.039999962,1639,22.5,5272,5673,6075,46326,2.660000086,88.80000305,71.59999847,54.29999924,,0,1995,,,0,0,0,1,0,0,0,8.643473625,8.57016468,8.462947845,,7.40184164,54.78725815,25.40159988,73.44772339,49.5,22.09999847,0.18052578,0.091012001,,,1.039999962,9.401599884,-0.022920132,-0.339828491,4093,8.317033768,31.10000038,1.524000049,5974.517578,8.695259094,8.542679787,0.152579308,0.065729141
50050,50,4.96999979,1680,23.29999924,5425,5677,5999,48557,0,100,69.80000305,63.79999924,,0,1996,,,0,0,0,0,1,0,0,8.644178391,8.598773003,8.643473625,8.57016468,7.426548958,55.1536293,24.70089722,73.93889618,71.59999847,-1.799995422,0.000704765,0.18052578,0.028608322,,-0.070000172,-0.700702667,0.024707317,0.366371155,4093,8.317033768,31.10000038,1.569000006,5807.256348,8.666863441,8.695259094,-0.028395653,0.152579308
50050,50,6.46999979,1711,23.79999924,5580,5882,6271,50337,3.599999905,84.80000305,65,62,23,,1997,,,0,0,0,0,0,1,0,8.679652214,8.626943588,8.644178391,8.598773003,7.444833279,55.42554092,41.86089706,74.42415619,69.80000305,-4.800003052,0.035473824,0.000704765,0.028170586,0.028608322,1.5,17.15999985,0.018284321,0.271911621,4093,8.317033768,31.10000038,1.605000019,5882,8.679652214,8.666863441,0.012788773,-0.028395653
50050,50,6.46999979,1761,23.60000038,5734,5846,6304,49799,3.5,86,75,85,34,,1998,,,0,0,0,0,0,0,1,8.673513412,8.654169083,8.679652214,8.626943588,7.473637104,55.85525131,41.86089706,74.89464569,65,10,-0.006138802,0.035473824,0.027225494,0.028170586,0,0,0.028803825,0.429710388,4093,8.317033768,31.10000038,1.629999995,5756.337402,8.658056259,8.679652214,-0.021595955,0.012788773
50070,50,25,4043,,,4385,,35792,5.699999809,82.80000305,38.5,17.29999924,,,1992,79.80000305,7066,1,0,0,0,0,0,0,8.38594532,,,,8.304741859,68.96873474,625,,,,,,,,,,,,,,,1.402999997,5016.339844,8.52045536,,,
50070,50,29,4274,,,5359,,30987,,2570.399902,24.20000076,15.39999962,,,1993,117.6999969,5847,0,1,0,0,0,0,0,8.586532593,,8.38594532,,8.360305786,69.89471436,841,,38.5,-14.29999924,0.200587273,,,,4,216,0.055563927,0.925979614,4385,8.38594532,38.5,1.445000052,5952.383789,8.691547394,8.52045536,0.171092033,
50070,50,34.29999924,4151,,,5465,,43894,65.40000153,1.799999952,66.69999695,65.30000305,,,1994,83,10822,0,0,1,0,0,0,0,8.606119156,,8.586532593,,8.331104279,69.40729523,1176.48999,,24.20000076,42.49999619,0.019586563,0.200587273,,,5.299999237,335.4899902,-0.029201508,-0.487419128,4385,8.38594532,38.5,1.481999993,5918.572754,8.685850143,8.691547394,-0.00569725,0.171092033
50070,50,31.56999969,2761,18.60000038,5687,6306,6794,45715,2.50999999,101,73.90000153,68.59999847,,0,1995,,,0,0,0,1,0,0,0,8.749257088,8.64593792,8.606119156,,7.923348427,62.77944946,996.664856,74.75224304,66.69999695,7.200004578,0.143137932,0.019586563,,,-2.729999542,-179.8251343,-0.407755852,-6.627845764,4385,8.38594532,38.5,1.524000049,6641.161133,8.801042557,8.685850143,0.115192413,-0.00569725
50070,50,28.63999939,2955,21.79999924,5840,5850,6363,50227,0,108.1999969,83.90000153,89.80000305,,0,1996,,,0,0,0,0,1,0,0,8.674197197,8.672486305,8.749257088,8.64593792,7.991253853,63.86013794,820.2495728,75.21202087,73.90000153,10,-0.075059891,0.143137932,0.026548386,,-2.930000305,-176.4152832,0.067905426,1.080688477,4385,8.38594532,38.5,1.569000006,5984.225586,8.696882248,8.801042557,-0.104160309,0.115192413
50070,50,31.79999924,2887,24.10000038,5995,6468,7087,51136,18.10000038,45.5,70,88,36,,1997,,,0,0,0,0,0,1,0,8.774621964,8.698680878,8.674197197,8.672486305,7.967973232,63.48859787,1011.239929,75.66704559,83.90000153,-13.90000153,0.100424767,-0.075059891,0.026194572,0.026548386,3.159999847,190.9903564,-0.023280621,-0.37154007,4385,8.38594532,38.5,1.605000019,6468,8.774621964,8.696882248,0.077739716,-0.104160309
50070,50,30.04999924,3034,24,6149,6441,7237,57326,5.5,78.90000153,88,90,77,,1998,,,0,0,0,0,0,0,1,8.770439148,8.7240448,8.774621964,8.698680878,8.017637253,64.28250885,903.0024414,76.10895538,70,18,-0.004182816,0.100424767,0.025363922,0.026194572,-1.75,-108.2374878,0.049664021,0.79391098,4385,8.38594532,38.5,1.629999995,6342.211914,8.754982948,8.774621964,-0.019639015,0.077739716
50080,50,4.599999905,9325,,,4458,,36625,2.099999905,91.90000153,45.79999924,42.29999924,,,1992,92.09999847,5521,1,0,0,0,0,0,0,8.40245533,,,,9.140454292,83.54790497,21.15999985,,,,,,,,,,,,,,,1.402999997,5099.850098,8.536966324,,,
50080,50,5.199999809,9502,,,4838,,46111,1.799999952,93.30000305,54.5,58.09999847,,,1993,79.30000305,7910,0,1,0,0,0,0,0,8.484256744,,8.40245533,,9.159257889,83.89200592,27.0399971,,45.79999924,8.700000763,0.081801414,,,,0.599999905,5.879997253,0.018803596,0.344100952,4458,8.40245533,45.79999924,1.445000052,5373.695313,8.589271545,8.536966324,0.052305222,
50080,50,5.199999809,9583,,,4722,,46269,1.100000024,95.80000305,57.70000076,55.70000076,,,1994,73.5,11943,0,0,1,0,0,0,0,8.45998764,,8.484256744,,9.16774559,84.04756165,27.0399971,,54.5,3.200000763,-0.024269104,0.081801414,,,0,0,0.008487701,0.155555725,4458,8.40245533,45.79999924,1.481999993,5113.906738,8.539718628,8.589271545,-0.049552917,0.052305222
50080,50,5.75,9736,26.70000076,5103,5358,5652,56680,1.370000005,156.1000061,70.19999695,74.59999847,,0,1995,,,0,0,0,1,0,0,0,8.586345673,8.537584305,8.45998764,,9.183585167,84.33823395,33.0625,72.89034271,57.70000076,12.49999619,0.126358032,-0.024269104,,,0.550000191,6.022502899,0.015839577,0.290672302,4458,8.40245533,45.79999924,1.524000049,5642.775391,8.638131142,8.539718628,0.098412514,-0.049552917
50080,50,3.109999895,9980,26.60000038,5256,5792,5897,60366,2.309999943,92.19999695,72.80000305,80.69999695,,0,1996,,,0,0,0,0,1,0,0,8.664233208,8.56712532,8.586345673,8.537584305,9.208338737,84.79350281,9.672099113,73.39563751,70.19999695,2.600006104,0.077887535,0.126358032,0.029541016,,-2.640000105,-23.39039993,0.024753571,0.45526886,4458,8.40245533,45.79999924,1.569000006,5924.89502,8.686918259,8.638131142,0.048787117,0.098412514
50080,50,6.579999924,10248,25.20000076,5411,5810,6294,57977,1,95.69999695,68,76,0,,1997,,,0,0,0,0,0,1,0,8.66733551,8.596189499,8.664233208,8.56712532,9.234837532,85.28222656,43.29639816,73.89447021,72.80000305,-4.800003052,0.003102303,0.077887535,0.029064178,0.029541016,3.470000029,33.6242981,0.026498795,0.488723755,4458,8.40245533,45.79999924,1.605000019,5810,8.66733551,8.686918259,-0.019582748,0.048787117
50080,50,6.639999866,10795,24.39999962,5565,5817,6256,54635,0.400000006,98,84,85,18,58,1998,,,0,0,0,0,0,0,1,8.668540001,8.624252319,8.66733551,8.596189499,9.286838531,86.24536896,44.08959961,74.37773132,68,16,0.001204491,0.003102303,0.02806282,0.029064178,0.059999943,0.793201447,0.052000999,0.963142395,4458,8.40245533,45.79999924,1.629999995,5727.782227,8.653083801,8.66733551,-0.014251709,-0.019582748
50090,50,26.10000038,2840,,,5404,,40709,3.5,86.5,37.59999847,18.20000076,,,1992,96.19999695,9282,1,0,0,0,0,0,0,8.594894409,,,,7.951559544,63.22729874,681.210022,,,,,,,,,,,,,,,1.402999997,6182.052734,8.729405403,,,
50090,50,29.79999924,2928,,,5416,,45485,2.400000095,92.09999847,26.39999962,27.39999962,,,1993,87,10685,0,1,0,0,0,0,0,8.597112656,,8.594894409,,7.982074738,63.71351624,888.039978,,37.59999847,-11.19999886,0.002218246,,,,3.699998856,206.8299561,0.030515194,0.486217499,5404,8.594894409,37.59999847,1.445000052,6015.695313,8.702127457,8.729405403,-0.027277946,
50090,50,30.10000038,2903,,,5911,,38718,4.199999809,83.5,45.70000076,33.70000076,,,1994,106.3000031,10619,0,0,1,0,0,0,0,8.684570313,,8.597112656,,7.973499775,63.5766983,906.0100098,,26.39999962,19.30000114,0.087457657,0.002218246,,,0.300001144,17.97003174,-0.008574963,-0.136817932,5404,8.594894409,37.59999847,1.481999993,6401.588867,8.7643013,8.702127457,0.062173843,-0.027277946
50090,50,30.45000076,3080,23.10000038,6484,6638,7402,47657,5.960000038,78.30000305,65.30000305,41.20000076,,0,1995,,,0,0,0,1,0,0,0,8.80056572,8.777092934,8.684570313,,8.03268528,64.52403259,927.2025757,77.03736115,45.70000076,19.60000229,0.115995407,0.087457657,,,0.350000381,21.19256592,0.059185505,0.94733429,5404,8.594894409,37.59999847,1.524000049,6990.806641,8.852351189,8.7643013,0.088049889,0.062173843
50090,50,30.84000015,3101,25.5,6637,6890,7589,52420,6.590000153,75.90000153,65.59999847,45.70000076,,0,1996,,,0,0,0,0,1,0,0,8.837826729,8.800415039,8.80056572,8.777092934,8.039480209,64.63323975,951.1055908,77.44730377,65.30000305,0.299995422,0.037261009,0.115995407,0.023322105,,0.38999939,23.90301514,0.00679493,0.109207153,5404,8.594894409,37.59999847,1.569000006,7048.087891,8.86051178,8.852351189,0.008160591,0.088049889
50090,50,30.17000008,3160,24.89999962,6792,7099,7790,50914,4.400000095,83.69999695,47,37,0,,1997,,,0,0,0,0,0,1,0,8.86770916,8.823500633,8.837826729,8.800415039,8.058327675,64.93664551,910.2288818,77.85416412,65.59999847,-18.59999847,0.029882431,0.037261009,0.023085594,0.023322105,-0.670000076,-40.87670898,0.018847466,0.303405762,5404,8.594894409,37.59999847,1.605000019,7099,8.86770916,8.86051178,0.00719738,0.008160591
50090,50,37.22000122,3171,24.29999924,6946,7234,8677,49556,5.5,79.90000153,76,47,0,,1998,,,0,0,0,0,0,0,1,8.886547089,8.845921516,8.86770916,8.823500633,8.06180191,64.99265289,1385.328491,78.25032806,47,29,0.018837929,0.029882431,0.022420883,0.023085594,7.050001144,475.0996094,0.003474236,0.056007385,5404,8.594894409,37.59999847,1.629999995,7123.049316,8.871090889,8.86770916,0.003381729,0.00719738
50100,50,12.5,4495,,,5400,,39892,4.099999905,84.5,49.90000153,31.20000076,,,1992,102.9000015,7228,1,0,0,0,0,0,0,8.594154358,,,,8.410720825,70.74022675,156.25,,,,,,,,,,,,,,,1.402999997,6177.477051,8.728665352,,,
50100,50,13.10000038,4521,,,5793,,43743,4.5,83.5,60.09999847,34.5,,,1993,99.5,8629,0,1,0,0,0,0,0,8.664405823,,8.594154358,,8.416488647,70.83728027,171.6100159,,49.90000153,10.19999695,0.070251465,,,,0.600000381,15.36001587,0.005767822,0.097053528,5400,8.594154358,49.90000153,1.445000052,6434.439453,8.76941967,8.728665352,0.040754318,
50100,50,14.60000038,4516,,,6080,,43418,7.099999905,74.80000305,70.59999847,38.40000153,,,1994,101,12324,0,0,1,0,0,0,0,8.712759972,,8.664405823,,8.415382385,70.81865692,213.1600037,,60.09999847,10.5,0.048354149,0.070251465,,,1.5,41.54998779,-0.001106262,-0.018623352,5400,8.594154358,49.90000153,1.481999993,6584.615234,8.792490959,8.76941967,0.023071289,0.040754318
50100,50,12.97000027,4654,23.89999962,6423,6642,6999,58030,4.75,82.30000305,74.90000153,56,,0,1995,,,0,0,0,1,0,0,0,8.801168442,8.767640114,8.712759972,,8.445482254,71.32617188,168.2209015,76.87151337,70.59999847,4.300003052,0.08840847,0.048354149,,,-1.630000114,-44.93910217,0.030099869,0.507514954,5400,8.594154358,49.90000153,1.524000049,6995.019531,8.852953911,8.792490959,0.060462952,0.023071289
50100,50,15.14000034,4778,23.70000076,6576,6973,7260,57428,3.029999971,88.59999847,79.59999847,63.09999847,,0,1996,,,0,0,0,0,1,0,0,8.849801064,8.791181564,8.801168442,8.767640114,8.471776962,71.77100372,229.2196045,77.28487396,74.90000153,4.699996948,0.048632622,0.08840847,0.023541451,,2.170000076,60.998703,0.026294708,0.444831848,5400,8.594154358,49.90000153,1.569000006,7132.992188,8.872486115,8.852953911,0.019532204,0.060462952
50100,50,14.28999996,4851,23.60000038,6731,7082,7468,61885,4.400000095,83.59999847,79,54,0,,1997,,,0,0,0,0,0,1,0,8.865311623,8.814478874,8.849801064,8.791181564,8.486940384,72.0281601,204.2041016,77.69503784,79.59999847,-0.599998474,0.015510559,0.048632622,0.02329731,0.023541451,-0.850000381,-25.01550293,0.015163422,0.257156372,5400,8.594154358,49.90000153,1.605000019,7082,8.865311623,8.872486115,-0.007174492,0.019532204
50100,50,12.63000011,4781,20.39999962,6885,7362,8129,56879,5.099999905,81.5,89,69,0,,1998,,,0,0,0,0,0,0,1,8.904087067,8.837100029,8.865311623,8.814478874,8.472405434,71.78165436,159.5169067,78.09433746,79,10,0.038775444,0.015510559,0.022621155,0.02329731,-1.659999847,-44.68719482,-0.01453495,-0.246505737,5400,8.594154358,49.90000153,1.629999995,7249.085938,8.888630867,8.865311623,0.023319244,-0.007174492
50120,50,7.300000191,3146,,,5209,,31538,2.900000095,89.19999695,35.5,25.79999924,,,1992,110.5999985,9701,1,0,0,0,0,0,0,8.558143616,,,,8.053887367,64.86510468,53.29000092,,,,,,,,,,,,,,,1.402999997,5958.977051,8.692653656,,,
50120,50,11.5,3107,,,5309,,41981,0,,43.59999847,29,,,1993,92.59999847,9806,0,1,0,0,0,0,0,8.577158928,,8.558143616,,8.041413307,64.66432953,132.25,,35.5,8.099998474,0.019015312,,,,4.199999809,78.95999908,-0.01247406,-0.200775146,5209,8.558143616,35.5,1.445000052,5896.847656,8.682172775,8.692653656,-0.010480881,
50120,50,14.60000038,2955,,,6278,,43475,2.200000048,90.90000153,38.79999924,40.20000076,,,1994,100.8000031,12051,0,0,1,0,0,0,0,8.74480629,,8.577158928,,7.991253853,63.86013794,213.1600037,,43.59999847,-4.799999237,0.167647362,0.019015312,,,3.100000381,80.91000366,-0.050159454,-0.804191589,5209,8.558143616,35.5,1.481999993,6799.048828,8.824538231,8.682172775,0.142365456,-0.010480881
50120,50,13.85000038,3230,26.10000038,6373,6097,7520,55018,2.470000029,90.59999847,65.90000153,50.20000076,,0,1995,,,0,0,0,1,0,0,0,8.71555233,8.759825706,8.74480629,,8.080237389,65.29023743,191.8225098,76.73454285,38.79999924,27.10000229,-0.02925396,0.167647362,,,-0.75,-21.3374939,0.088983536,1.430099487,5209,8.558143616,35.5,1.524000049,6421.052734,8.767337799,8.824538231,-0.057200432,0.142365456
50120,50,14.69999981,3250,26.70000076,6526,6326,7677,55689,2.930000067,89.5,69.5,61.5,,0,1996,,,0,0,0,0,1,0,0,8.752423286,8.783549309,8.71555233,8.759825706,8.086410522,65.39003754,216.0899963,77.15074158,65.90000153,3.599998474,0.036870956,-0.02925396,0.023723602,,0.849999428,24.26748657,0.006173134,0.09980011,5209,8.558143616,35.5,1.569000006,6471.146973,8.775108337,8.767337799,0.007770538,-0.057200432
50120,50,9.130000114,3355,25.70000076,6681,6630,7844,52324,2,92.80000305,68,45,0,,1997,,,0,0,0,0,0,1,0,8.799360275,8.807023048,8.752423286,8.783549309,8.118206978,65.90528107,83.35690308,77.56365204,69.5,-1.5,0.046936989,0.036870956,0.02347374,0.023723602,-5.569999695,-132.7330933,0.031796455,0.51524353,5209,8.558143616,35.5,1.605000019,6630,8.799360275,8.775108337,0.024251938,0.007770538
50120,50,8.5,3348,22.89999962,6835,6079,8618,45634,2.200000048,90.90000153,85,73,0,,1998,,,0,0,0,0,0,0,1,8.71259594,8.82981205,8.799360275,8.807023048,8.116118431,65.87137604,72.25,77.9655838,68,17,-0.086764336,0.046936989,0.022789001,0.02347374,-0.630000114,-11.10690308,-0.002088547,-0.033905029,5209,8.558143616,35.5,1.629999995,5985.763672,8.697138786,8.799360275,-0.102221489,0.024251938
50130,50,8.5,2636,,,5529,,44637,1.200000048,95,47.20000076,46.70000076,,,1992,90.19999695,8291,1,0,0,0,0,0,0,8.617762566,,,,7.877017975,62.04741287,72.25,,,,,,,,,,,,,,,1.402999997,6325.049805,8.75227356,,,
50130,50,9.5,2674,,,5562,,45358,1.600000024,94,51.5,50.20000076,,,1993,89.59999847,9871,0,1,0,0,0,0,0,8.623713493,,8.617762566,,7.891330719,62.27310181,90.25,,47.20000076,4.299999237,0.005950928,,,,1,18,0.014312744,0.225688934,5529,8.617762566,47.20000076,1.445000052,6177.861328,8.728727341,8.75227356,-0.023546219,
50130,50,9.800000191,2685,,,6024,,43181,3.5,86.80000305,74.80000305,45.59999847,,,1994,96.59999847,12150,0,0,1,0,0,0,0,8.70350647,,8.623713493,,7.89543581,62.33790588,96.04000092,,51.5,23.30000305,0.079792976,0.005950928,,,0.300000191,5.790000916,0.004105091,0.064804077,5529,8.617762566,47.20000076,1.481999993,6523.967773,8.783238411,8.728727341,0.05451107,-0.023546219
50130,50,10.52000046,2761,22.39999962,6231,6580,7010,50928,0.810000002,96.09999847,79.69999695,55.59999847,,0,1995,,,0,0,0,1,0,0,0,8.791790009,8.73729229,8.70350647,,7.923348427,62.77944946,110.6704102,76.34027863,74.80000305,4.899993896,0.088283539,0.079792976,,,0.720000267,14.63040924,0.027912617,0.441543579,5529,8.617762566,47.20000076,1.524000049,6929.724121,8.843575478,8.783238411,0.060337067,0.05451107
50130,50,8.739999771,2806,24.5,6384,6735,7165,55429,2.269999981,91.59999847,80.40000153,58.40000153,,0,1996,,,0,0,0,0,1,0,0,8.815073013,8.76154995,8.791790009,8.73729229,7.939515114,63.03590012,76.38759613,76.76475525,79.69999695,0.700004578,0.023283005,0.088283539,0.02425766,,-1.780000687,-34.28281403,0.016166687,0.256450653,5529,8.617762566,47.20000076,1.569000006,6889.531738,8.837758064,8.843575478,-0.005817413,0.060337067
50130,50,8.720000267,2809,24.10000038,6539,6820,7217,53515,2.099999905,91.30000305,83,66,0,,1997,,,0,0,0,0,0,1,0,8.827614784,8.785539627,8.815073013,8.76154995,7.940583706,63.05286789,76.03840637,77.18570709,80.40000153,2.599998474,0.012541771,0.023283005,0.023989677,0.02425766,-0.019999504,-0.349189758,0.001068592,0.016967773,5529,8.617762566,47.20000076,1.605000019,6820,8.827614784,8.837758064,-0.01014328,-0.005817413
50130,50,8.180000305,2795,23.70000076,6693,7222,7545,57935,2,92,86,72,0,,1998,,,0,0,0,0,0,0,1,8.884886742,8.808817863,8.827614784,8.785539627,7.935587406,62.97354889,66.91240692,77.59527588,83,3,0.057271957,0.012541771,0.023278236,0.023989677,-0.539999962,-9.125999451,-0.0049963,-0.079319,5529,8.617762566,47.20000076,1.629999995,7111.23291,8.869430542,8.827614784,0.041815758,-0.01014328
